Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Value,Standard Units,pChEMBL Value,Value
CHEMBL2096859,,338.24,0,3.19,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,570,nM,6.24,570
CHEMBL3306803,LUMATEPERONE,393.51,0,3.92,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,3.3,nM,8.48,3.3
CHEMBL4226716,,314.26,0,4.21,COC[C@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,10,nM,8,10
CHEMBL4074920,,552.68,1,3.79,Cc1noc(-c2cccc(CN3CCN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)CC3)n2)n1,8794,nM,5.06,8794
CHEMBL1790051,,295.81,0,2.43,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,1960,nM,5.71,1960
CHEMBL326466,,279.43,0,4.53,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9,nM,8.05,9
CHEMBL607430,,401.45,0,4.1,COC(=O)C1C2CC[C@H](C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,1460,nM,5.84,1460
CHEMBL113136,,277.84,0,4.42,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,303,nM,6.52,303
CHEMBL109517,,279.43,0,4.53,CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1,20,nM,7.7,20
CHEMBL3126967,,487.53,1,7.46,CCN(CC)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,280,nM,6.55,280
CHEMBL3126966,,459.47,1,6.68,CN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,250,nM,6.6,250
CHEMBL3126977,,445.45,1,6.34,CNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,190,nM,6.72,190
CHEMBL3126963,,417.39,1,5.69,N[C@@H]1CC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,130,nM,6.89,130
CHEMBL194372,,373.41,0,3.38,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,42,nM,7.38,42
CHEMBL1934130,,466.59,0,4.84,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,10000,nM,5,10
CHEMBL4634009,,437.57,0,3.32,COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,203,nM,6.69,203
CHEMBL260439,,258.37,0,1.94,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,280,nM,6.55,280
CHEMBL490,PAROXETINE,329.37,0,3.33,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,20,nM,7.7,0.02
CHEMBL410055,,326.44,0,2.1,CC#CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,460,nM,6.34,460
CHEMBL257551,,322.45,0,3.17,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,6400,nM,5.19,6400
CHEMBL3940167,,231.34,0,2.91,CCCN1CCC2c3cc(O)ccc3CCC21,13750,nM,4.86,13750
CHEMBL4227736,TOLUDESVENLAFAXINE,381.52,0,4.55,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,723,nM,6.14,723
CHEMBL2104993,VORTIOXETINE,298.46,0,3.86,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,5.4,nM,8.27,5.4
CHEMBL6047610,,185.17,0,1.32,Fc1cccc(OC2CNC2)c1F,34000,nM,4.47,34000
CHEMBL4226362,,316.27,0,4.12,CN(C)C[C@]1(c2ccc(Cl)c(Cl)c2)CC[C@@](C)(O)CC1,34,nM,7.47,34
CHEMBL111128,,265.4,0,4.19,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9,nM,8.05,9
CHEMBL408940,,310.4,0,1.49,C#CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,130,nM,6.89,130
CHEMBL404145,,264.34,0,1.91,CCN(CC)C(=O)[C@@]1(c2cccc(F)c2)C[C@H]1CN,370,nM,6.43,370
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.4,nM,8.36,4.4
CHEMBL41,FLUOXETINE,309.33,0,4.44,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,180,nM,6.75,0.18
CHEMBL2012079,,326.42,0,4.29,COC(=O)C1=C(c2ccc(-c3cccs3)cc2)CC2CCC1O2,242,nM,6.62,242
CHEMBL2012103,,329.42,0,3.63,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(-c3nccs3)cc1)O2,128,nM,6.89,128
CHEMBL2012104,,312.37,0,3.77,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(-c3ccco3)cc1)O2,30,nM,7.52,30
CHEMBL2012114,,285.34,0,2.99,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1cc3ccccc3[nH]1)O2,556,nM,6.25,556
CHEMBL3609749,,514.48,1,4.67,COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,13,nM,7.89,13
CHEMBL1237210,,536.8,2,8.99,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O,2000,nM,5.7,2
CHEMBL401621,,337.47,0,3,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1ccccn1,3500,nM,5.46,3500
CHEMBL272286,,327.43,0,2.59,CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1cnco1,4800,nM,5.32,4800
CHEMBL643,PROMETHAZINE,284.43,0,4.24,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,7590,nM,5.12,7.59
CHEMBL809,SERTRALINE,306.24,1,5.18,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.19,nM,9.72,0.19
CHEMBL11,IMIPRAMINE,280.42,0,3.88,CN(C)CCCN1c2ccccc2CCc2ccccc21,1.1,nM,8.96,1.1
CHEMBL507721,,293.77,0,4.55,CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,5.53,nM,8.26,5.53
CHEMBL549,CITALOPRAM,324.4,0,3.81,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,13.41,nM,7.87,13.41
CHEMBL281350,SB-224289,520.63,2,5.58,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,4700,nM,5.33,4700
CHEMBL1683901,,253.39,0,4.26,CNCC1(c2ccc3ccccc3c2)CCCCC1,34,nM,7.47,34
CHEMBL1683888,,269.79,0,4.24,CN(C)CC1(c2ccc(Cl)c(F)c2)CCCCC1,145,nM,6.84,145
CHEMBL1683900,,239.36,0,4,NCC1(c2ccc3ccccc3c2)CCCCC1,305,nM,6.52,305
